GCA_008632655.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
GCA_905215075.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905215145.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905215295.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905215495.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905215515.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905216005.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905216145.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_905216185.1,77133,Bacteria,,,,,,uncultured bacterium,
GCA_008801825.1,77917,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium naviforme,
GCA_004135085.1,78344,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,
GCA_017312465.1,81424,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] methoxybenzovorans,
GCA_001404355.1,84024,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium disporicum,
GCA_001405575.1,84024,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium disporicum,
GCA_020564465.1,84030,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,
GCA_905198195.1,84030,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,
GCA_002148255.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003339935.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340005.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340045.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340065.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340075.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340155.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340165.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340225.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340245.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340395.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340405.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_003340445.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015547345.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015554455.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015554835.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015555425.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015556435.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015558765.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015667395.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015668635.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_015669125.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_020709135.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378605.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378625.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378645.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378665.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378685.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378705.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_021378725.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_902388285.1,84112,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,
GCA_001052115.1,84135,Bacteria,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella sanguinis,
GCA_002871615.1,84135,Bacteria,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella sanguinis,
GCA_009730295.1,84135,Bacteria,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella sanguinis,
GCA_012396635.1,84135,Bacteria,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella sanguinis,
GCA_001404875.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_001405135.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_001405975.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_001406195.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_002372715.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_002395475.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_003473465.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_004167275.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_005844655.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_006148965.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_008680655.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_008680955.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_009875635.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_009875705.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_009875715.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013300055.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013300085.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013300365.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013300695.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013301235.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013301265.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013301305.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015548925.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015552885.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015553305.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015555015.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015556385.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015558615.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_015667315.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_017850855.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_018784865.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_020538065.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_020555565.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_020557535.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_022135485.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_022136505.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_902167735.1,88431,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,
GCA_013304735.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_015669135.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_020537125.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_020537485.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_902167715.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_902167945.1,89014,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,
GCA_008151785.1,89152,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,
GCA_016694795.1,89152,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,
GCA_020555635.1,89153,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,
GCA_000186525.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_003439335.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_003439355.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_003463235.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_009767585.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_016900545.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_018365755.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_018367815.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_905198095.1,100884,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis,
GCA_001405495.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_015669625.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_016939095.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_019041565.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_019127175.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_019127235.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_905198815.1,100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,
GCA_020181435.1,105841,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,
GCA_020559935.1,105841,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,
GCA_902362985.1,105841,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,
GCA_017776335.1,105843,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,
GCA_017776345.1,105843,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,
GCA_018917895.1,105843,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,
GCA_022135535.1,105843,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,
GCA_016899775.1,106588,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus,
GCA_004125815.1,113107,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,
GCA_015553625.1,113107,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,
GCA_015560905.1,113107,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,
GCA_002998925.1,114527,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium diversum,
GCA_015263815.1,114527,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium diversum,
GCA_003433855.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_003434235.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_014847675.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_018785175.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_018785195.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_019734885.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_020560805.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_902381825.1,116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,
GCA_002847545.1,131111,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia turicensis,
GCA_015549945.1,131111,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia turicensis,
GCA_007785585.1,137591,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,
GCA_001059235.1,139208,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Isoptericola,Isoptericola variabilis,
GCA_003451515.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003476785.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003487085.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003497285.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003509165.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003521645.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003531445.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_003534635.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014465825.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014465845.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014466005.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014864035.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014864065.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014864125.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014864165.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014864255.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_014865245.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_015656085.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_015657375.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_015657405.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_016901435.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_016938925.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_017850765.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_017850905.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_017851095.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018366935.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018367875.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018368675.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018369815.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018370095.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018377805.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018378375.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018379315.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018380415.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_018381795.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_019417765.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_019418345.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_021632805.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_021640365.1,142586,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp.,
GCA_015255675.1,143393,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,,[Eubacterium] sulci,
GCA_015255825.1,143393,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,,[Eubacterium] sulci,
GCA_014871765.1,147206,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,
